"Period","Year","Month","Product","Origin","Destination / PADD","Mode of Transportation","Volume (m3)","Volume (bbl)","Value (CN$)","Value (US$)","Price (CN cents/L)","Price (US cents/gallon)"
"03/01/2004","2004","March","Propane","Ontario","PADD I","Railway","191288.000000","1203163.262400","44454181.800000","33465550.197070","23.239399","66.225005"
"03/01/2004","2004","March","Propane","Ontario","PADD I","Truck","44268.000000","278436.866400","10432736.800000","7853868.026260","23.567219","67.159193"
"03/01/2004","2004","March","Propane","Ontario","PADD I","Total","235556.000000","1481600.128800","54886918.600000","41319418.223330","23.301006","66.400568"
"03/01/2004","2004","March","Propane","Ontario","PADD II","Pipeline","200309.000000","1259903.548200","49297973.000000","37112004.388670","24.610962","70.133533"
"03/01/2004","2004","March","Propane","Ontario","PADD II","Railway","5799.000000","36474.550200","1296811.100000","976252.294040","22.362667","63.726596"
"03/01/2004","2004","March","Propane","Ontario","PADD II","Truck","30293.000000","190536.911400","6586220.000000","4958171.922070","21.741722","61.957095"
"03/01/2004","2004","March","Propane","Ontario","PADD II","Total","236401.000000","1486915.009800","57181004.100000","43046428.604780","24.188139","68.928621"
"03/01/2004","2004","March","Propane","Ontario","PADD III","Total","1286.000000","8088.682800","287035.200000","216082.953390","22.320000","63.605005"
"03/01/2004","2004","March","Propane","Ontario","PADD III","Railway","1286.000000","8088.682800","287035.200000","216082.953390","22.320000","63.605005"
"03/01/2004","2004","March","Propane","Ontario","Total","Total","473243.000000","2976603.821400","112354957.900000","84581929.781500","23.741493","67.655818"
"03/01/2004","2004","March","Propane","Ontario","Total","Railway","198373.000000","1247726.495400","46038028.100000","34657885.444500","23.207809","66.134985"
"03/01/2004","2004","March","Propane","Ontario","Total","Truck","74561.000000","468973.777800","17018956.800000","12812039.948330","22.825547","65.045660"
"03/01/2004","2004","March","Propane","Ontario","Total","Pipeline","200309.000000","1259903.548200","49297973.000000","37112004.388670","24.610962","70.133533"
"03/01/2004","2004","March","Propane","Québec","PADD I","Total","50045.000000","314773.041000","10898818.400000","8204738.890310","21.778036","62.060581"
"03/01/2004","2004","March","Propane","Québec","PADD I","Railway","39032.000000","245503.473600","8179795.900000","6157831.709160","20.956640","59.719860"
"03/01/2004","2004","March","Propane","Québec","PADD I","Truck","11013.000000","69269.567400","2719022.500000","2046907.181150","24.689208","70.356508"
"03/01/2004","2004","March","Propane","Québec","PADD IV","Truck","70.000000","440.286000","17605.000000","13253.219090","25.150000","71.669622"
"03/01/2004","2004","March","Propane","Québec","PADD IV","Total","70.000000","440.286000","17605.000000","13253.219090","25.150000","71.669622"
"03/01/2004","2004","March","Propane","Québec","Total","Total","50115.000000","315213.327000","10916423.400000","8217992.109400","21.782746","62.074004"
"03/01/2004","2004","March","Propane","Québec","Total","Railway","39032.000000","245503.473600","8179795.900000","6157831.709160","20.956640","59.719860"
"03/01/2004","2004","March","Propane","Québec","Total","Truck","11083.000000","69709.853400","2736627.500000","2060160.400240","24.692118","70.364802"
"03/01/2004","2004","March","Propane","Saskatchewan","PADD I","Railway","796.000000","5006.680800","173484.000000","130600.480650","21.794472","62.107417"
"03/01/2004","2004","March","Propane","Saskatchewan","PADD I","Total","796.000000","5006.680800","173484.000000","130600.480650","21.794472","62.107417"
"03/01/2004","2004","March","Propane","Saskatchewan","PADD II","Pipeline","180835.000000","1137415.983000","36220861.200000","27267424.561420","20.029784","57.078612"
"03/01/2004","2004","March","Propane","Saskatchewan","PADD II","Railway","5038.000000","31688.012400","948570.700000","714093.457310","18.828318","53.654808"
"03/01/2004","2004","March","Propane","Saskatchewan","PADD II","Truck","1615.000000","10158.027000","315715.300000","237673.617900","19.548934","55.708339"
"03/01/2004","2004","March","Propane","Saskatchewan","PADD II","Total","187488.000000","1179262.022400","37485147.200000","28219191.636630","19.993358","56.974805"
"03/01/2004","2004","March","Propane","Saskatchewan","PADD IV","Truck","2083.000000","13101.653400","395598.900000","297810.786500","18.991785","54.120640"
"03/01/2004","2004","March","Propane","Saskatchewan","PADD IV","Total","2083.000000","13101.653400","395598.900000","297810.786500","18.991785","54.120640"
"03/01/2004","2004","March","Propane","Saskatchewan","PADD V","Railway","114.000000","717.037200","29298.000000","22055.825790","25.700000","73.236948"
"03/01/2004","2004","March","Propane","Saskatchewan","PADD V","Total","114.000000","717.037200","29298.000000","22055.825790","25.700000","73.236948"
"03/01/2004","2004","March","Propane","Saskatchewan","Total","Total","190481.000000","1198087.393800","38083528.100000","28669658.729570","19.993347","56.974775"
"03/01/2004","2004","March","Propane","Saskatchewan","Total","Pipeline","180835.000000","1137415.983000","36220861.200000","27267424.561420","20.029784","57.078612"
"03/01/2004","2004","March","Propane","Saskatchewan","Total","Railway","5948.000000","37411.730400","1151352.700000","866749.763750","19.356972","55.161307"
"03/01/2004","2004","March","Propane","Saskatchewan","Total","Truck","3698.000000","23259.680400","711314.200000","535484.404400","19.235105","54.814023"
"03/01/2004","2004","March","Propane","Total","PADD I","Railway","245317.000000","1542994.866600","55972205.700000","42136433.146350","22.816276","65.019242"
"03/01/2004","2004","March","Propane","Total","PADD I","Truck","57019.000000","358638.106200","13556713.300000","10205628.606250","23.775782","67.753531"
"03/01/2004","2004","March","Propane","Total","PADD I","Total","302336.000000","1901632.972800","69528919.000000","52342061.752600","22.997234","65.534912"
"03/01/2004","2004","March","Propane","Total","PADD II","Total","495189.000000","3114639.772200","109727368.400000","82603854.271940","22.158684","63.145310"
"03/01/2004","2004","March","Propane","Total","PADD II","Pipeline","406432.000000","2556375.993600","92048282.600000","69294862.647050","22.647892","64.539397"
"03/01/2004","2004","March","Propane","Total","PADD II","Truck","38031.000000","239207.383800","8126432.400000","6117659.135590","21.367916","60.891869"
"03/01/2004","2004","March","Propane","Total","PADD II","Railway","50726.000000","319056.394800","9552653.400000","7191332.489300","18.831868","53.664923"
"03/01/2004","2004","March","Propane","Total","PADD III","Total","1286.000000","8088.682800","287035.200000","216082.953390","22.320000","63.605005"
"03/01/2004","2004","March","Propane","Total","PADD III","Railway","1286.000000","8088.682800","287035.200000","216082.953390","22.320000","63.605005"
"03/01/2004","2004","March","Propane","Total","PADD IV","Railway","4562.000000","28694.067600","858901.700000","646589.742280","18.827306","53.651924"
"03/01/2004","2004","March","Propane","Total","PADD IV","Truck","14769.000000","92894.056200","2724296.900000","2050877.801890","18.446048","52.565457"
"03/01/2004","2004","March","Propane","Total","PADD IV","Total","19331.000000","121588.123800","3583198.600000","2697467.544170","18.536022","52.821858"
"03/01/2004","2004","March","Propane","Total","PADD V","Total","87795.000000","552212.991000","16538835.400000","12450599.782900","18.838015","53.682442"
"03/01/2004","2004","March","Propane","Total","PADD V","Truck","2358.000000","14831.348400","456781.900000","343869.957370","19.371581","55.202939"
"03/01/2004","2004","March","Propane","Total","PADD V","Railway","85437.000000","537381.642600","16082053.500000","12106729.825530","18.823289","53.640477"
"03/01/2004","2004","March","Propane","Total","Total","Railway","387328.000000","2436215.654400","82752849.500000","62297168.156850","21.365057","60.883719"
"03/01/2004","2004","March","Propane","Total","Total","Pipeline","406432.000000","2556375.993600","92048282.600000","69294862.647050","22.647892","64.539397"
"03/01/2004","2004","March","Propane","Total","Total","Truck","112177.000000","705570.894600","24864224.500000","18718035.501100","22.165171","63.163794"
"03/01/2004","2004","March","Propane","Total","Total","Total","905937.000000","5698162.542600","199665356.600000","150310066.305000","22.039651","62.806100"
"04/01/2004","2004","April","Butane","Alberta","PADD II","Railway","4483.000000","28197.173400","1201262.900000","894827.196760","26.795960","75.558303"
"04/01/2004","2004","April","Butane","Alberta","PADD II","Total","4483.000000","28197.173400","1201262.900000","894827.196760","26.795960","75.558303"
"04/01/2004","2004","April","Butane","Alberta","PADD IV","Railway","2694.000000","16944.721200","713864.200000","531761.283020","26.498299","74.718973"
"04/01/2004","2004","April","Butane","Alberta","PADD IV","Pipeline","10219.000000","64275.466200","2524093.000000","1880210.454830","24.700000","69.648188"
"04/01/2004","2004","April","Butane","Alberta","PADD IV","Truck","77.000000","484.314600","18865.000000","14052.639990","24.500000","69.084235"
"04/01/2004","2004","April","Butane","Alberta","PADD IV","Total","12990.000000","81704.502000","3256822.200000","2426024.377840","25.071764","70.696479"
"04/01/2004","2004","April","Butane","Alberta","PADD V","Total","2348.000000","14768.450400","506441.200000","377250.774420","21.569045","60.819636"
"04/01/2004","2004","April","Butane","Alberta","PADD V","Railway","2348.000000","14768.450400","506441.200000","377250.774420","21.569045","60.819636"
"04/01/2004","2004","April","Butane","Alberta","Total","Truck","77.000000","484.314600","18865.000000","14052.639990","24.500000","69.084235"
"04/01/2004","2004","April","Butane","Alberta","Total","Pipeline","10219.000000","64275.466200","2524093.000000","1880210.454830","24.700000","69.648188"
"04/01/2004","2004","April","Butane","Alberta","Total","Total","19821.000000","124670.125800","4964526.300000","3698102.349020","25.046800","70.626085"
"04/01/2004","2004","April","Butane","Alberta","Total","Railway","9525.000000","59910.345000","2421568.300000","1803839.254200","25.423289","71.687693"
"04/01/2004","2004","April","Butane","British Columbia","PADD IV","Total","1184.000000","7447.123200","258112.000000","192269.017390","21.800000","61.470872"
"04/01/2004","2004","April","Butane","British Columbia","PADD IV","Railway","1184.000000","7447.123200","258112.000000","192269.017390","21.800000","61.470872"
"04/01/2004","2004","April","Butane","British Columbia","PADD V","Railway","14205.000000","89346.609000","3126689.600000","2329087.904020","22.011190","62.066380"
"04/01/2004","2004","April","Butane","British Columbia","PADD V","Total","14205.000000","89346.609000","3126689.600000","2329087.904020","22.011190","62.066380"
"04/01/2004","2004","April","Butane","British Columbia","Total","Total","15389.000000","96793.732200","3384801.600000","2521356.921410","21.994941","62.020561"
"04/01/2004","2004","April","Butane","British Columbia","Total","Railway","15389.000000","96793.732200","3384801.600000","2521356.921410","21.994941","62.020561"
"04/01/2004","2004","April","Butane","Manitoba","PADD I","Railway","838.000000","5270.852400","201958.000000","150439.600690","24.100000","67.956330"
"04/01/2004","2004","April","Butane","Manitoba","PADD I","Total","838.000000","5270.852400","201958.000000","150439.600690","24.100000","67.956330"
"04/01/2004","2004","April","Butane","Manitoba","PADD II","Total","6402.000000","40267.299600","1596642.000000","1189347.215400","24.939737","70.324192"
"04/01/2004","2004","April","Butane","Manitoba","PADD II","Pipeline","682.000000","4289.643600","162378.000000","120956.245750","23.809090","67.136034"
"04/01/2004","2004","April","Butane","Manitoba","PADD II","Railway","5720.000000","35977.656000","1434264.000000","1068390.969650","25.074545","70.704318"
"04/01/2004","2004","April","Butane","Manitoba","PADD IV","Railway","2723.000000","17127.125400","718513.000000","535224.199150","26.386816","74.404615"
"04/01/2004","2004","April","Butane","Manitoba","PADD IV","Total","2723.000000","17127.125400","718513.000000","535224.199150","26.386816","74.404615"
"04/01/2004","2004","April","Butane","Manitoba","PADD V","Railway","2491.000000","15667.891800","660092.000000","491706.081960","26.499076","74.721161"
"04/01/2004","2004","April","Butane","Manitoba","PADD V","Total","2491.000000","15667.891800","660092.000000","491706.081960","26.499076","74.721161"
"04/01/2004","2004","April","Butane","Manitoba","Total","Pipeline","682.000000","4289.643600","162378.000000","120956.245750","23.809090","67.136034"
